title,url,replies,views,cleaned_title,sentiment
My final prediction as a European: Trump wins.,https://debatepolitics.com/threads/my-final-prediction-as-a-european-trump-wins.553851/,24,218,final prediction european trump win,0.26666666666666666
Trump has now surpassed his national vote total from 2020.,https://debatepolitics.com/threads/trump-has-now-surpassed-his-national-vote-total-from-2020.554732/,11,137,trump surpassed national vote total,0.0
Biden does not appear to be in a grieving mood :),https://debatepolitics.com/threads/biden-does-not-appear-to-be-in-a-grieving-mood.554659/,65,459,biden appear grieving mood,0.0
Penn has equipment problems in two counties.,https://debatepolitics.com/threads/penn-has-equipment-problems-in-two-counties.554240/,20,193,penn equipment problem two county,0.0
Harris did surprisingly well in the swing states not in the West. But performed bad in the most populous states.,https://debatepolitics.com/threads/harris-did-surprisingly-well-in-the-swing-states-not-in-the-west-but-performed-bad-in-the-most-populous-states.554727/,1,78,harris surprisingly well swing state west performed bad populous state,5.551115123125783e-17
Exit Poll suggests Harris got 79% of the Jewish vote,https://debatepolitics.com/threads/exit-poll-suggests-harris-got-79-of-the-jewish-vote.554726/,3,78,exit poll suggests harris got jewish vote,0.0
Trump Won And This Sucks For Some People,https://debatepolitics.com/threads/trump-won-and-this-sucks-for-some-people.554523/,80,582,trump suck people,0.0
Pelosi throws both Biden and Harris under the bus after Trump’s sweeping election win,https://debatepolitics.com/threads/pelosi-throws-both-biden-and-harris-under-the-bus-after-trump%E2%80%99s-sweeping-election-win.554708/,13,124,pelosi throw biden harris bus trump sweeping election win,0.8
Remember Allan Lichtman predicting a Harris win?,https://debatepolitics.com/threads/remember-allan-lichtman-predicting-a-harris-win.554472/,36,415,remember allan lichtman predicting harris win,0.8
Voting for the lest worst option,https://debatepolitics.com/threads/voting-for-the-lest-worst-option.554110/,96,706,voting lest worst option,-1.0
Matt Walsh Does it again...,https://debatepolitics.com/threads/matt-walsh-does-it-again.554570/,8,93,matt walsh,0.0
The Pundits Hall of Shame,https://debatepolitics.com/threads/the-pundits-hall-of-shame.554676/,3,63,pundit hall shame,0.0
Dems was there ANY silver lining to this shit show?,https://debatepolitics.com/threads/dems-was-there-any-silver-lining-to-this-shit-show.554572/,76,511,dems silver lining shit show,-0.2
Make America Healthy Again,https://debatepolitics.com/threads/make-america-healthy-again.551835/,269,2K,make america healthy,0.5
Trump ally floated as possible AG has harsh warning for Letitia James: 'We will put your fat a-- in prison',https://debatepolitics.com/threads/trump-ally-floated-as-possible-ag-has-harsh-warning-for-letitia-james-we-will-put-your-fat-a-in-prison.554617/,18,167,trump ally floated possible ag harsh warning letitia james put fat prison,-0.1
The Shattering of the Democratic Coalition,https://debatepolitics.com/threads/the-shattering-of-the-democratic-coalition.554663/,1,55,shattering democratic coalition,0.0
Pollster forgot to be woke,https://debatepolitics.com/threads/pollster-forgot-to-be-woke.554661/,0,36,pollster forgot woke,0.0
President Who?,https://debatepolitics.com/threads/president-who.554658/,5,75,president,0.0
Our economy is the envy of the world,https://debatepolitics.com/threads/our-economy-is-the-envy-of-the-world.552688/,269,2K,economy envy world,0.0
🤣This made me laugh. 🤣,https://debatepolitics.com/threads/%F0%9F%A4%A3this-made-me-laugh-%F0%9F%A4%A3.554637/,9,81,made laugh,0.3
"Harris Promised Unity and Country Healing, Trump Will Deliver Much more Hatred and Divisiveness.",https://debatepolitics.com/threads/harris-promised-unity-and-country-healing-trump-will-deliver-much-more-hatred-and-divisiveness.554614/,9,86,harris promised unity country healing trump deliver much hatred divisiveness,0.2
I'm Angry That I Have To Fear For The Future Of Democracy In This Country....Because Of Trump,https://debatepolitics.com/threads/im-angry-that-i-have-to-fear-for-the-future-of-democracy-in-this-country-because-of-trump.554256/,146,1K,im angry fear future democracy countrybecause trump,-0.25
"RFK Jr. says Trump would push to remove fluoride from drinking water. ‘It’s possible,’ Trump says",https://debatepolitics.com/threads/rfk-jr-says-trump-would-push-to-remove-fluoride-from-drinking-water-%E2%80%98it%E2%80%99s-possible-%E2%80%99-trump-says.554064/,108,704,rfk jr say trump would push remove fluoride drinking water possible trump say,0.0
Harris’s Speech,https://debatepolitics.com/threads/harris%E2%80%99s-speech.554433/,165,976,harris speech,0.0
C H R I S T I A N S,https://debatepolitics.com/threads/c-h-r-i-s-t-i-a-n-s.552467/,210,2K,c h r n,0.0
Every incumbent party in a developed country lost vote share this year,https://debatepolitics.com/threads/every-incumbent-party-in-a-developed-country-lost-vote-share-this-year.554616/,3,140,every incumbent party developed country lost vote share year,0.1
Who shouldn't be in Trump's administration?,https://debatepolitics.com/threads/who-shouldnt-be-in-trumps-administration.554575/,23,159,shouldnt trump administration,0.0
The fall of american civilization.,https://debatepolitics.com/threads/the-fall-of-american-civilization.554386/,134,910,fall american civilization,0.0
"The example set by voters: autocracy is all the rage, bigotry is back, crime pays. lies work, a puppet democracy prevails over a more perfect union.",https://debatepolitics.com/threads/the-example-set-by-voters-autocracy-is-all-the-rage-bigotry-is-back-crime-pays-lies-work-a-puppet-democracy-prevails-over-a-more-perfect-union.554459/,4,113,example set voter autocracy rage bigotry back crime pay lie work puppet democracy prevails perfect union,0.5
Trump is ALREADY claiming cheating in Philly. Would he be doing that if he was winning?,https://debatepolitics.com/threads/trump-is-already-claiming-cheating-in-philly-would-he-be-doing-that-if-he-was-winning.554291/,64,596,trump already claiming cheating philly would winning,0.5
(The Hill) Michael Moore: ‘Trump is toast’,https://debatepolitics.com/threads/the-hill-michael-moore-%E2%80%98trump-is-toast%E2%80%99.554192/,59,565,hill michael moore trump toast,0.0
Video illustrating the issue for Democrats of anti-genocide voters,https://debatepolitics.com/threads/video-illustrating-the-issue-for-democrats-of-anti-genocide-voters.553933/,8,120,video illustrating issue democrat antigenocide voter,0.0
You Scared The Hell Out Of People!,https://debatepolitics.com/threads/you-scared-the-hell-out-of-people.554553/,8,78,scared hell people,0.0
Biden’s Speech,https://debatepolitics.com/threads/biden%E2%80%99s-speech.554531/,7,83,bidens speech,0.0
Progressives will Blame the Harris Campaign,https://debatepolitics.com/threads/progressives-will-blame-the-harris-campaign.554381/,95,732,progressive blame harris campaign,0.0
How accurate were the polls?,https://debatepolitics.com/threads/how-accurate-were-the-polls.554446/,6,89,accurate poll,0.4000000000000001
Exit Polling Breakdown of POTUS Electorate,https://debatepolitics.com/threads/exit-polling-breakdown-of-potus-electorate.554454/,31,250,exit polling breakdown potus electorate,0.0
On DEMOCRACY,https://debatepolitics.com/threads/on-democracy.554499/,15,84,democracy,0.0
One Reason Why Democrats Should Be Optimistic About The Early Voting Results So Far -- Women Are Voting In MASSIVE Numbers,https://debatepolitics.com/threads/one-reason-why-democrats-should-be-optimistic-about-the-early-voting-results-so-far-women-are-voting-in-massive-numbers.553709/,158,1K,one reason democrat optimistic early voting result far woman voting massive number,0.06666666666666667
"China officially 'doesn't care' about Trump win; unofficially, experts say Beijing is rattled",https://debatepolitics.com/threads/china-officially-doesnt-care-about-trump-win-unofficially-experts-say-beijing-is-rattled.554479/,5,129,china officially doesnt care trump win unofficially expert say beijing rattled,0.8
CNN writes article they should have written BEFORE the election - but couldn't.,https://debatepolitics.com/threads/cnn-writes-article-they-should-have-written-before-the-election-but-couldnt.554405/,10,114,cnn writes article written election couldnt,0.0
Harris has accepted defeat. Why couldn't Trump?,https://debatepolitics.com/threads/harris-has-accepted-defeat-why-couldnt-trump.554464/,53,447,harris accepted defeat couldnt trump,0.0
The Dumbest Moments of the 2024 Election,https://debatepolitics.com/threads/the-dumbest-moments-of-the-2024-election.554209/,96,587,dumbest moment election,0.0
To follow Florida Results,https://debatepolitics.com/threads/to-follow-florida-results.554255/,63,466,follow florida result,0.0
Can we chill just a bit?,https://debatepolitics.com/threads/can-we-chill-just-a-bit.554395/,7,112,chill bit,0.0
Should Biden resign and make Harris the first female president?,https://debatepolitics.com/threads/should-biden-resign-and-make-harris-the-first-female-president.554403/,22,202,biden resign make harris first female president,0.125
Make your own map.,https://debatepolitics.com/threads/make-your-own-map.553225/,31,797,make map,0.0
The President represents every American. It is anti-democratic that he is not elected by the popular vote.,https://debatepolitics.com/threads/the-president-represents-every-american-it-is-anti-democratic-that-he-is-not-elected-by-the-popular-vote.554301/,22,203,president represents every american antidemocratic elected popular vote,0.3
"PA. It seems Harris needs 700,000. Biden got 600,000 and Hillary 560,000.",https://debatepolitics.com/threads/pa-it-seems-harris-needs-700-000-biden-got-600-000-and-hillary-560-000.554280/,36,280,pa seems harris need biden got hillary,0.0
Donald J. Trump,https://debatepolitics.com/threads/donald-j-trump.554180/,326,3K,donald j trump,0.0
"Harris got 66.7 million votes. Biden got 81 million in 2020. Trump got 74 million in 2020 and 71,4 in 2024.",https://debatepolitics.com/threads/harris-got-66-7-million-votes-biden-got-81-million-in-2020-trump-got-74-million-in-2020-and-71-4-in-2024.554394/,1,67,harris got million vote biden got million trump got million,0.0
Trump  Wins,https://debatepolitics.com/threads/trump-wins.554398/,0,66,trump win,0.8
Veteran Dem strategist gives shocking statement about Kamala's chance in crucial swing state of Pennsylvania,https://debatepolitics.com/threads/veteran-dem-strategist-gives-shocking-statement-about-kamalas-chance-in-crucial-swing-state-of-pennsylvania.554229/,43,340,veteran dem strategist give shocking statement kamalas chance crucial swing state pennsylvania,-0.3333333333333333
Harris is on track to lose,https://debatepolitics.com/threads/harris-is-on-track-to-lose.552236/,752,7K,harris track lose,0.0
Long voting lines in the US ... but why ?,https://debatepolitics.com/threads/long-voting-lines-in-the-us-but-why.553369/,153,1K,long voting line u,-0.05
This is what it's all about,https://debatepolitics.com/threads/this-is-what-its-all-about.554070/,168,1K,,0.0
Chris Wallace says Harris would need a 'miracle' to win following first CNN exit poll,https://debatepolitics.com/threads/chris-wallace-says-harris-would-need-a-miracle-to-win-following-first-cnn-exit-poll.554307/,1,155,chris wallace say harris would need miracle win following first cnn exit poll,0.35000000000000003
Election issues,https://debatepolitics.com/threads/election-issues.554248/,37,386,election issue,0.0
Russia behind voting bomb threats,https://debatepolitics.com/threads/russia-behind-voting-bomb-threats.554262/,2,82,russia behind voting bomb threat,-0.4
GEORGIA: Judge blocks the RNC from trying to throw out absentee ballots,https://debatepolitics.com/threads/georgia-judge-blocks-the-rnc-from-trying-to-throw-out-absentee-ballots.554281/,15,146,georgia judge block rnc trying throw absentee ballot,0.0
New Mexico,https://debatepolitics.com/threads/new-mexico.554267/,12,128,new mexico,0.13636363636363635
CNN Exit Poll: Exit Poll Results: 72% of Americans Unhappy With Way US is Going,https://debatepolitics.com/threads/cnn-exit-poll-exit-poll-results-72-of-americans-unhappy-with-way-us-is-going.554289/,7,150,cnn exit poll exit poll result american unhappy way u going,-0.3
FBI says bomb threats across several states appear to have originated from Russian email domains,https://debatepolitics.com/threads/fbi-says-bomb-threats-across-several-states-appear-to-have-originated-from-russian-email-domains.554265/,41,257,fbi say bomb threat across several state appear originated russian email domain,0.0
